ID	tweet	label	cleaned_text	translated
sw_train_00390	Sahivi ukirudi shule point gani unaweza ukaielezea vizuri kabisahadi na mifano ya kweli Mimir government support	neutral	Sahivi ukirudi shule point gani unaweza ukaielezea vizuri kabisahadi na mifano ya kweli Mimir government support	Sahivi if you go back to school what point you can explain to the facts and true examples Mimir Government Support
sw_train_00391	Habari pole kwa usumbufu uliojitokeza kuna tatizo la kiufundi kwa upande wa tigopesa na wataalam wetu wanafanya jitihada za kutatua tatizo hilo mapema iwezekanavyo tafadhali subiri tutakufahamisha litakapokuwa limekamilika	neutral	Habari pole kwa usumbufu uliojitokeza kuna tatizo la kiufundi kwa upande wa tigopesa na wataalam wetu wanafanya jitihada za kutatua tatizo hilo mapema iwezekanavyo tafadhali subiri tutakufahamisha litakapokuwa limekamilika	Information sorry for the inconvenience there is a technical problem on the part of Tigopesa and our experts are making efforts to solve the problem as soon as possible please wait.
sw_train_00392	Naumiaga sana kuona watu wanajitoa akili huku wanajua kila kitunajizuiaga nashindwa	neutral	Naumiaga sana kuona watu wanajitoa akili huku wanajua kila kitunajizuiaga nashindwa	I am so desperate to see people giving up mind while they know every restraint and fail
sw_train_00393	Shule za kata zikikosa utaratibu wa kuzuia lugha za makabila shulenihudhoofisha uwezo wa kujua lugha mbali mbali kwa wanaf	neutral	Shule za kata zikikosa utaratibu wa kuzuia lugha za makabila shulenihudhoofisha uwezo wa kujua lugha mbali mbali kwa wanaf	County schools lack a system of ethnic languages ​​at the school that weakens the ability to know different languages ​​for the people
sw_train_00394	Redio za kijamii 50 na magazeti 20 yalihusishwa katika mradi wa ili kuchagiza ajenda ya jinsia Redio z	neutral	Redio za kijamii  na magazeti  yalihusishwa katika mradi wa ili kuchagiza ajenda ya jinsia Redio z	Social radio and newspapers were involved in the project to create a gender agenda radio z
sw_train_00395	Habari Ahsante kwa kuwasiliana nasi Tunaomba ufafanuzi tatizo ni nini tafadhali lililosababisha kusema hivyoili tuweze kulitatua au kukupatia ufafanuzi yakinifu  Ahsante RP	neutral	Habari Ahsante kwa kuwasiliana nasi Tunaomba ufafanuzi tatizo ni nini tafadhali lililosababisha kusema hivyoili tuweze kulitatua au kukupatia ufafanuzi yakinifu  Ahsante RP	Hello thank you for contacting us we ask for clarification what the problem is please caused to say so we can solve it or give you a clear explanation. Thank you rp
sw_train_00396	tumepokea changamoto hiyo tunaifanyia kazi mteja wetu	neutral	tumepokea changamoto hiyo tunaifanyia kazi mteja wetu	We have received that challenge we work for our client
sw_train_00397	Ni heshima kubwa kwetu Tutalipa Imani hii kwa kuwafanyia kazi watanzania	neutral	Ni heshima kubwa kwetu Tutalipa Imani hii kwa kuwafanyia kazi watanzania	It is a great honor for us we will pay this belief by working for Tanzanians
sw_train_00398	Kajaribu kuwashauri mashabiki wa arsenal wakikuelewa nami sina la kupinga	neutral	Kajaribu kuwashauri mashabiki wa arsenal wakikuelewa nami sina la kupinga	Try to advise Arsenal fans to understand me and I have nothing to protest
sw_train_00399	MMOJA wa abiria aliyenusurika kifo baada ya boti ya Lulimbe waliyokuwa wakisafiria kutoka Kemondo wilayani Bukoba kuelekea Rushonga Bumbire wilayani Muleba kuwaka moto ghafla ameeleza mbinu iliyomuokoa gtgtgt	neutral	MMOJA wa abiria aliyenusurika kifo baada ya boti ya Lulimbe waliyokuwa wakisafiria kutoka Kemondo wilayani Bukoba kuelekea Rushonga Bumbire wilayani Muleba kuwaka moto ghafla ameeleza mbinu iliyomuokoa gtgtgt	One of the passengers who survived death after a Lulimbe boat they were traveling from Kemondo district in Bukoba to Rushonga Bumbire in Muleba district suddenly told a tactic that saved Gtgtgt
sw_train_00400	Ugenini mgeni unatumia kinywaji gani Mimi Pepsi moja baridi halafu kwanza nipeni chaja wakati huo dagaa zipo jikon	neutral	Ugenini mgeni unatumia kinywaji gani Mimi Pepsi moja baridi halafu kwanza nipeni chaja wakati huo dagaa zipo jikon	A foreigner does the guest use what drink I am one cold and then first give me a charger at the time the seafood is in jikon
sw_train_00401	Katika miaka mitatu iliyopita matumizi ya afya yamepungua kwa 9 huku malipo ya deni yakiongezeka kwa 200 Tun	neutral	Katika miaka mitatu iliyopita matumizi ya afya yamepungua kwa  huku malipo ya deni yakiongezeka kwa  Tun	In the last three years the health consumption has decreased with the payment of debt increased to tun
sw_train_00402	Sekta ya mawasiliano ya simu Afrika inakua kwa kasi Hii ni sekta muhimu kuendelea kupewa kipaumbele ili kukua zaidi kwan	neutral	Sekta ya mawasiliano ya simu Afrika inakua kwa kasi Hii ni sekta muhimu kuendelea kupewa kipaumbele ili kukua zaidi kwan	The telecommunications industry in Africa is growing at this speed is an important sector to continue to be prioritized to grow more
sw_train_00403	Majira Ijumaa Machi 6 2020	neutral	Majira Ijumaa Machi	Summer Friday March
sw_train_00404	Taarifa toka Mamlaka ya Hali Hewa Tanzania TMA Tukio Uwepo wa mvua kubwa Siku Alhamisi Februari 13 2020 Baadhi	neutral	Taarifa toka Mamlaka ya Hali Hewa Tanzania TMA Tukio Uwepo wa mvua kubwa Siku Alhamisi Februari   Baadhi	Information from Tanzania Climate Authority TMA EVENT FACILITIES SUPPORT DAY SOME SOMEONE
sw_train_00405	Habari pole sana kwa changamoto tunaomba namba yako DM kwa msaada zaidiKA	neutral	Habari pole sana kwa changamoto tunaomba namba yako DM kwa msaada zaidiKA	Information very sorry for the challenge we ask for your DM number for help
sw_train_00406	Askofu wa Jimbo Katoliki la Tanga Mhashamu Anthony Banzi akiwasha mishumaa 25 ikiwa ni sherehe yake ya Jubilee ya miaka 25 ya	neutral	Askofu wa Jimbo Katoliki la Tanga Mhashamu Anthony Banzi akiwasha mishumaa  ikiwa ni sherehe yake ya Jubilee ya miaka  ya	Tanga Catholic bishop of Tanga Mhashamu Anthony Banzi lighing the candles in his Jubilee celebration
sw_train_00407	Bwana Viju Cherian Managing Director  akiongea katika ufunguzi wa tawi lao jipya mtaa wa Uhuru Kariako	neutral	Bwana Viju Cherian Managing Director  akiongea katika ufunguzi wa tawi lao jipya mtaa wa Uhuru Kariako	Mr Viju Cherian Managing Director speaking at the opening of their new branch of Liberty Kariako Street
sw_train_00408	Imenitoa relini sana lengo ilikuwa kuzuia masta asiwe na ulinzi thabiti Na gavoo by then haya yalikuwa ya kawaida Tunaj	neutral	Imenitoa relini sana lengo ilikuwa kuzuia masta asiwe na ulinzi thabiti Na gavoo by then haya yalikuwa ya kawaida Tunaj	It gave me a lot of relinity the goal was to prevent the masta from having strong protection and gavoo by then these were normal.
sw_train_00409	Fedha za walipa kodi zinatumika kuchagiza vimbunga kusambaza ukame na ongezeko la joto kuyeyusha theluji na kubabua matumbawe kuangamiza dunia asema wiki hii akiwa ziarani Austria	neutral	Fedha za walipa kodi zinatumika kuchagiza vimbunga kusambaza ukame na ongezeko la joto kuyeyusha theluji na kubabua matumbawe kuangamiza dunia asema wiki hii akiwa ziarani Austria	Taxpayers' money is used to transmit hurricanes to spread drought and an increase in heat to melt snow and corals to destroy the world saying this week in Austria
sw_train_00410	12 Kama mechi iliyohailishwa haitachezwa kufikia masaa sabini na mawili 72 au hakuna taarifa ambayo tunaipata kuhusiana na mechi hii baada ya kuhailishwa basi bashiri zitabatilishwa	neutral	Kama mechi iliyohailishwa haitachezwa kufikia masaa sabini na mawili  au hakuna taarifa ambayo tunaipata kuhusiana na mechi hii baada ya kuhailishwa basi bashiri zitabatilishwa	If the refereed match will not be played up to seventy -two hours or no information we receive in connection with this match after being evacuated then the fashion will be revoked
sw_train_00411	Tanzania bila mifuko ya plastiki inawezekana kesho Juni Mosi 2019 tuachane rasmi na matumizi ya mifuko hiyo	neutral	Tanzania bila mifuko ya plastiki inawezekana kesho Juni Mosi  tuachane rasmi na matumizi ya mifuko hiyo	Tanzania without plastic bags is possible tomorrow in June.
sw_train_00412	Mbona ipo wazi tu PoliCCM Labda cha kurekebisha kidogo hapo ilitakiwa iwe nusu kwa nusu hiyo Sa	neutral	Mbona ipo wazi tu PoliCCM Labda cha kurekebisha kidogo hapo ilitakiwa iwe nusu kwa nusu hiyo Sa	Why is it just clear the policcm maybe a little fix there was to be half that half that sa
sw_train_00413	Hizi sheria zote zinatugusa kwa sasa Kwa sababu sheria zinawahusu wananchi	neutral	Hizi sheria zote zinatugusa kwa sasa Kwa sababu sheria zinawahusu wananchi	All of these rules are currently affecting us because the laws apply to citizens
sw_train_00414	Je ni kweli Wanawake wengi hawagombei vijijini kwa sababu hawana uchungu na changamoto mbalimbali zinazowakabili	neutral	Je ni kweli Wanawake wengi hawagombei vijijini kwa sababu hawana uchungu na changamoto mbalimbali zinazowakabili	Is it really many women not running for rural areas because they are not bitter and the various challenges they face
sw_train_00415	baina ya mtu na moyo wakekama ilivyokuja kwenye aya hiyo Hii ina maana kwambana kwa mujibu wa ufafanuzi uliotolewa na Muhammad Asad kutoka kwa Imam RaghibiMola wetu Mlezi Mtukufu huingia baina ya matamanio ya mtu na matendo ya nje ambayo yanaweza kutokana na matamanio hayo	neutral	baina ya mtu na moyo wakekama ilivyokuja kwenye aya hiyo Hii ina maana kwambana kwa mujibu wa ufafanuzi uliotolewa na Muhammad Asad kutoka kwa Imam RaghibiMola wetu Mlezi Mtukufu huingia baina ya matamanio ya mtu na matendo ya nje ambayo yanaweza kutokana na matamanio hayo	Between man and his heart as it came in the same verse it means that according to the definition given by Muhammad Asad from Imam Raghibo our noble guardian enter between one's desires and external actions that can be due to those desires.
sw_train_00416	Nini chanzo au vyanzo vinavykukosekana kwa uaminifu katika maisha ya ndoa karibu tujadili pamoja na omary	neutral	Nini chanzo au vyanzo vinavykukosekana kwa uaminifu katika maisha ya ndoa karibu tujadili pamoja na omary	What is the source or sources that are lacking in honesty in married life almost discuss with omary
sw_train_00417	Dogo alivyoumwa akalazwa ikahitajika 182000 kama hela ya matibabu nikiwacheck washikaji naambulia story ni	neutral	Dogo alivyoumwa akalazwa ikahitajika  kama hela ya matibabu nikiwacheck washikaji naambulia story ni	The little one was hurt and was needed as a medical amount of medical
sw_train_00418	Amna mzee baba ni mchakato mrefu saana Uezi ukasema mwez tu unatosha watu kuelimika km wamemua kutokuzuia lockdown na mipaka Basi isambazwe elimu ya kutisha saaaana saaana Kila mahali namna ya kujikingabado watu wa	neutral	Amna mzee baba ni mchakato mrefu saana Uezi ukasema mwez tu unatosha watu kuelimika km wamemua kutokuzuia lockdown na mipaka Basi isambazwe elimu ya kutisha saaaana saaana Kila mahali namna ya kujikingabado watu wa	Old father is a long process but the utterance says just enough people to be educated eg they have not stopped lockdown and boundaries so it should be distributed to horrible education.
sw_train_00419	Ahsante kwa mrejesho na endelea kufurahia huduma zetuLM	neutral	Ahsante kwa mrejesho na endelea kufurahia huduma zetuLM	Thank you for feedback and continue to enjoy our services
sw_train_00420	Hatuwapaishi tunasema nowhere to go kuna siku utaelewa	neutral	Hatuwapaishi tunasema nowhere to go kuna siku utaelewa	We don't live us we say nowhere to go there will be a day you will understand
sw_train_00421	Ubinadamu kazi isiyokuwa na malipo	neutral	Ubinadamu kazi isiyokuwa na malipo	Humanity a non -payment work
sw_train_00422	Jumanne siku ya kimataifa ya sanaa za kuandaa kupika na kula chakula kizuri kwa njia endelevu inakupa vidokezo 9 vya kupunguza utupaji vyakula na kujiunga na harakati za	neutral	Jumanne siku ya kimataifa ya sanaa za kuandaa kupika na kula chakula kizuri kwa njia endelevu inakupa vidokezo  vya kupunguza utupaji vyakula na kujiunga na harakati za	Tuesday International Arts of Preparing to cook and eat good food in a sustainable way it gives you tips to reduce diet and join the movement of
sw_train_00423	Hii ilikuwa kazi yangu ya kwanza baada ya kumaliza form 6 project ya kutoa chanjo ya kuzuia kansa ya shingo ya kizazi Nikachaguliwa kwenda chuo wale wazungu wakaningangania nimalize project watanisomeshahome wakakataawaga nawamaindi ningekuwa twita kizungu sahivi	neutral	Hii ilikuwa kazi yangu ya kwanza baada ya kumaliza form  project ya kutoa chanjo ya kuzuia kansa ya shingo ya kizazi Nikachaguliwa kwenda chuo wale wazungu wakaningangania nimalize project watanisomeshahome wakakataawaga nawamaindi ningekuwa twita kizungu sahivi	This was my first job after completing the project to provide cervical cancer vaccine and I was selected to go to college.
sw_train_00424	Retweet Weka Handle yako Follow wote walio like handle yako na wao wafollow back Ni mda wa kukuza Account	neutral	Retweet Weka Handle yako Follow wote walio like handle yako na wao wafollow back Ni mda wa kukuza Account	Retweet Keep your Handle Follow all those who like your handle and they follow back is the time to promote an account
sw_train_00425	Nimemsikiliza huyo taahira kweli kama hawa ndio wanategemea kua viongozi nchi hii haitaendelea Anasema uhu	neutral	Nimemsikiliza huyo taahira kweli kama hawa ndio wanategemea kua viongozi nchi hii haitaendelea Anasema uhu	I have listened to that Taahira really if these are the ones who are expecting the leaders this country will not continue to say uhu
sw_train_00426	Habari Ahsante kwa kuwasiliana nasi Pole sana tunaomba ufafanuzi wa tatizo lako tafadhali mnapata changamoto ganiFB	neutral	Habari Ahsante kwa kuwasiliana nasi Pole sana tunaomba ufafanuzi wa tatizo lako tafadhali mnapata changamoto ganiFB	Hello thank you for contacting us very slowly we ask for clarification of your problem please challenge whatFB
sw_train_00427	Hope ni huku Kazimzumbwi mwanzoni before njiapanda ya jeshi kwenye lami mpyaa DC	neutral	Hope ni huku Kazimzumbwi mwanzoni before njiapanda ya jeshi kwenye lami mpyaa DC	HOPE IS HERE WHEN THEY ARE BEEN
sw_train_00428	Adeo tunaomba kufahamu unapowasha data kwenye simu yako unapata alama gani E2G3GH au 4G	neutral	Adeo tunaomba kufahamu unapowasha data kwenye simu yako unapata alama gani EGGH au G	ADEO WE ASK YOURSELF WHEN YOU LIKE THE DATA ON YOUR MONEY DO YOU GET EGGH OR G
sw_train_00429	Kabla ujameza p2 hakikisha ulikuwa haupo katika dozi ya dawa Baadhi ya Dawa zinaweza kuizuia isifanye kazi kwa ufanisi Mfano wa dawa ni kama zifuatavyo Dawa zinazotumika kutibu kifafa mfano barbuturates primidone phenytoin and carbamazepine	neutral	Kabla ujameza p hakikisha ulikuwa haupo katika dozi ya dawa Baadhi ya Dawa zinaweza kuizuia isifanye kazi kwa ufanisi Mfano wa dawa ni kama zifuatavyo Dawa zinazotumika kutibu kifafa mfano barbuturates primidone phenytoin and carbamazepine	Before you stop p make sure you were not in a dose of medications. Some medications can prevent it from working effectively.
sw_train_00430	Kuna watu wanashindwa kuoa kisa hawana maharini heshima ila kama mtu hana wampe tu bure	neutral	Kuna watu wanashindwa kuoa kisa hawana maharini heshima ila kama mtu hana wampe tu bure	There are people who are unable to marry a dowry but if someone doesn't just give them free
sw_train_00431	Kwani chama hakina pesa mpk useme hivo Serikal na chama wanashare account kwani	neutral	Kwani chama hakina pesa mpk useme hivo Serikal na chama wanashare account kwani	Since the party does not have the money to say so the government and the party are accountable for the account.
sw_train_00432	Nami nawapatiliza wana maovu ya Baba zao hata kizazi cha tatu na cha nne cha wanichuki	neutral	Nami nawapatiliza wana maovu ya Baba zao hata kizazi cha tatu na cha nne cha wanichuki	And I give them the evils of their fathers to the third and fourth generation of Hate
sw_train_00433	Mwenendo wa wastani wa pato la taifa kwa mtu mmoja mmoja GDP per capita kwa mikoa 10 bora  kuanzia mwaka 2004	neutral	Mwenendo wa wastani wa pato la taifa kwa mtu mmoja mmoja GDP per capita kwa mikoa  bora  kuanzia mwaka	Average GDP trend per individual GDP per capita to the best regions starting in the year
sw_train_00434	Matendo ya wakati husika ni kielelezo cha wakati ujao	neutral	Matendo ya wakati husika ni kielelezo cha wakati ujao	The relevant time actions are a reflection of the future
sw_train_00435	Oyaaa pokea simu	neutral	Oyaaa pokea simu	Oh, receive the phone
sw_train_00436	Aidha amesema NMB inafanya kazi pamoja na wilaya na halmashauri zote nchini ikiwa ni pamoja na kutoa mikopo rafiki kwa wafanyakazi wa Serikali	neutral	Aidha amesema NMB inafanya kazi pamoja na wilaya na halmashauri zote nchini ikiwa ni pamoja na kutoa mikopo rafiki kwa wafanyakazi wa Serikali	He said NMB works with all districts and councils in the country including providing friendly loans to government employees
sw_train_00437	Lazima tu Utakuwa na pesa Nyingine pemben ya kubadilisha diet njeya hio1M Pesaya kubadilisha mboga	neutral	Lazima tu Utakuwa na pesa Nyingine pemben ya kubadilisha diet njeya hioM Pesaya kubadilisha mboga	You must only have some money to turn the diet to change the diet outside Hiom Pesaya to change the vegetables
sw_train_00438	Kuna siku tulikuwa na mjadala humu nikashauri masomo ya watoto yangekuwa yanaanza saa 4 ukowataalamu wakasema sijui kuamka asubuhi inawasaidia nini nini kiafya	neutral	Kuna siku tulikuwa na mjadala humu nikashauri masomo ya watoto yangekuwa yanaanza saa  ukowataalamu wakasema sijui kuamka asubuhi inawasaidia nini nini kiafya	There were days when we had a debate here I suggested that children's lessons would be starting at the expertise and they said I don't know what to wake up in the morning what it helps them.
sw_train_00439	Ametokea wapi Mtoto wa Muamar Gaddafi aliyedhaniwa kufariki ajitokeza na kutaka kuiongoza Libya	neutral	Ametokea wapi Mtoto wa Muamar Gaddafi aliyedhaniwa kufariki ajitokeza na kutaka kuiongoza Libya	Where did Muamar Gaddafi's son who was thought to die and want to lead Libya
sw_train_00440	Jifunze kubaki kimya kuliko kuongea vitu usivyokuwa na uhakika navyo	neutral	Jifunze kubaki kimya kuliko kuongea vitu usivyokuwa na uhakika navyo	Learn to remain silent than to talk about things you are not sure of
sw_train_00441	Rais wa Uganda Yoweli Museveni amemuandikia barua Spika wa Bunge la Uganda Rebecca Kadaga baada ya kusitisha utiaji saini wa mswada wa teknologia ya mbegu za kibiologiaGMO na kurejesha mswada huo bungeni kwa ajili ya kujadiliwa upya	neutral	Rais wa Uganda Yoweli Museveni amemuandikia barua Spika wa Bunge la Uganda Rebecca Kadaga baada ya kusitisha utiaji saini wa mswada wa teknologia ya mbegu za kibiologiaGMO na kurejesha mswada huo bungeni kwa ajili ya kujadiliwa upya	Ugandan President Yoweli Museveni has written a letter to Ugandan Speaker of Parliament Rebecca Kadaga after terminating the signing of the Biologiagmo Seed Technology Bill and returning the bill in parliament for a renegotiation
sw_train_00442	Yaliyomo kwenye Gazeti la Uhuru Leo ALHAMISI Novemba 1 2018 Habari za Kitaifa  Kimataifa  Michezo  Makala Jipatie nakala yako kwa Tsh1000 2018	neutral	Yaliyomo kwenye Gazeti la Uhuru Leo ALHAMISI Novemba   Habari za Kitaifa  Kimataifa  Michezo  Makala Jipatie nakala yako kwa Tsh	CONTINUED IN THE FREE GOVERNMENT TODAY NOVEMBER NATIONAL NEWS NATION
sw_train_00443	hii ni changamoto Tusikate tamaa kulitolea ufafanuzi Na tuhimize wanawake kugombea pia nafasi za wote	neutral	hii ni changamoto Tusikate tamaa kulitolea ufafanuzi Na tuhimize wanawake kugombea pia nafasi za wote	This is a challenge we should not give up on explaining and encouraging women to contest for all positions.
sw_train_00444	Masauni azindua mpango wa kusaidia wakimbizi	neutral	Masauni azindua mpango wa kusaidia wakimbizi	MAGAUNI launches a program to help refugees
sw_train_00445	Zao la Chai lina fursa ya kuinua uchumi hapa nchini ya Wakurugenzi wa Wakala Wakulima Wadogowadogo wa zao hilo http	neutral	Zao la Chai lina fursa ya kuinua uchumi hapa nchini ya Wakurugenzi wa Wakala Wakulima Wadogowadogo wa zao hilo http	Tea crop has the opportunity to lift the economy in the country
sw_train_00446	Kwenye leo Dodoma wana Azaki wakiwa katika matembezi kuelekea ukumbi wa Jakaya Kikwete kwenye shughuli nz	neutral	Kwenye leo Dodoma wana Azaki wakiwa katika matembezi kuelekea ukumbi wa Jakaya Kikwete kwenye shughuli nz	Today Dodoma have CSOs on a walk towards Jakaya Kikwete's Hall on Activities
sw_train_00447	Unaweza badilisha muonekano wa eneo lako na taa hizi za pembeni Karibuni ndugu zangu	neutral	Unaweza badilisha muonekano wa eneo lako na taa hizi za pembeni Karibuni ndugu zangu	You can Change the look of your area with these peripheral lights recently my brothers
sw_train_00448	MKUU WA WILAYA YA KISARAWE MHE ATEMBELEA OFISI MAKAO MAKUU katika ziara hiyo Mhe Jokate ameliomba	neutral	MKUU WA WILAYA YA KISARAWE MHE ATEMBELEA OFISI MAKAO MAKUU katika ziara hiyo Mhe Jokate ameliomba	Kisarawe District Commissioner MHE visits the office headquarters on the visit, Mr Jokate has requested
sw_train_00449	Unaomba Mungu awaue ADUI zako wakati maandiko yanasema Anaandaa meza machoni pa watesi wako Watesi wamekufa Mungu ataandaa meza ya nini sasa	neutral	Unaomba Mungu awaue ADUI zako wakati maandiko yanasema Anaandaa meza machoni pa watesi wako Watesi wamekufa Mungu ataandaa meza ya nini sasa	You ask God to kill your enemies when the scriptures say he is preparing a table in the eyes of your persecutors dead God will prepare a table for what now
sw_train_00450	Tarehe 2528 katika Maonyesho ya Kutakuwa na Mijadala Mbalimbali Itakayowakutanisha Azaki Pamoja Na Wadau	neutral	Tarehe  katika Maonyesho ya Kutakuwa na Mijadala Mbalimbali Itakayowakutanisha Azaki Pamoja Na Wadau	Date at the exhibition there will be various debates that will bring together CSOs with stakeholders
sw_train_00451	Naomba kuuliza taratibu za kufuata na wapi ambako naweza kusajili au kupata kibali cha kurusha drone camera au kupata mt	neutral	Naomba kuuliza taratibu za kufuata na wapi ambako naweza kusajili au kupata kibali cha kurusha drone camera au kupata mt	May I ask for procedures to follow and where I can register or obtain a drone camera firing or get mt
sw_train_00452	Leo 23 Mei 2019 ni Siku ya Umoja wa Mataifa ya Kimataifa ya Kutokomeza Fistula ya Uzazi Kauli mbiu inasema Fistula ni U	neutral	Leo  Mei  ni Siku ya Umoja wa Mataifa ya Kimataifa ya Kutokomeza Fistula ya Uzazi Kauli mbiu inasema Fistula ni U	Today May is the United Nations Day to Eliminate Fistula's Fistula The slogan says the fistula is u
sw_train_00453	Watu wameondolewa kisa wana vyeti feki bila uthibitisho nadhani wananchi sasa hivi wameanza kuelewa kwanini tulitaka k	neutral	Watu wameondolewa kisa wana vyeti feki bila uthibitisho nadhani wananchi sasa hivi wameanza kuelewa kwanini tulitaka k	People have been removed with fake certificates without confirmation I think citizens have now begun to understand why we wanted k
sw_train_00454	Watoto tunawa underestimate sana kwenye uwezo wa kiakili Watoto ni wadadisi kuliko watu wazima Watoto ni risk takers ku	neutral	Watoto tunawa underestimate sana kwenye uwezo wa kiakili Watoto ni wadadisi kuliko watu wazima Watoto ni risk takers ku	Children we become underestimate on the mental capacity children are curious than adults children are risk takeers ku
sw_train_00455	SISI WATANZANIA TUMEAMUA Lililokuwa daraja la miti na kamba ambalo lilikuwa likiunganisha wananchi wa Mkoa wa Rukwa n	neutral	SISI WATANZANIA TUMEAMUA Lililokuwa daraja la miti na kamba ambalo lilikuwa likiunganisha wananchi wa Mkoa wa Rukwa n	We Tanzanians have decided what was the Trees and Trees which was connecting the citizens of Rukwa region n
sw_train_00456	Namna ya kutengeneza pesa Mtandaoni Ungana nasi kesho kwenye jukwaa la kuanzia saa 500  530 ASBH upa	neutral	Namna ya kutengeneza pesa Mtandaoni Ungana nasi kesho kwenye jukwaa la kuanzia saa    ASBH upa	How to make money online join us tomorrow on the forum starting at Asbh Upa
sw_train_00457	RAIS MAGUFULI AZINDUA RASMI PROGRAMU YA PILI YA MAENDELEO YA KILIMO NCHINI ASDP 2	neutral	RAIS MAGUFULI AZINDUA RASMI PROGRAMU YA PILI YA MAENDELEO YA KILIMO NCHINI ASDP	President Magufuli officially launches the second agricultural development program in ASDP
sw_train_00458	Tanzania kuna watu milioni 50 weka watu milioni 30 wanaoku milo miwili kwa siku zaidi ya sahani milioni 60	neutral	Tanzania kuna watu milioni  weka watu milioni  wanaoku milo miwili kwa siku zaidi ya sahani milioni	In Tanzania there are a million people put on a million people two meals a day over a million dishes
sw_train_00459	habari pole kwa usumbufu uliojitokeza kuna tatizo la kiufundi kwa upande wa tigopesa na wataalam wetu wanafanya jitihada za kutatua tatizo hilo mapema iwezekanavyo tafadhali jaribu tena baadae	neutral	habari pole kwa usumbufu uliojitokeza kuna tatizo la kiufundi kwa upande wa tigopesa na wataalam wetu wanafanya jitihada za kutatua tatizo hilo mapema iwezekanavyo tafadhali jaribu tena baadae	Information sorry for the inconvenience there is a technical problem on the part of Tigopesa and our experts are making efforts to solve the problem as soon as possible please try again later
sw_train_00460	Habari kama umesahau namba yako ya siri naomba utembelee ATM ya NMB iliyo karibu na wewe ili uweze kujitumia namba ya siri mpyaYN	neutral	Habari kama umesahau namba yako ya siri naomba utembelee ATM ya NMB iliyo karibu na wewe ili uweze kujitumia namba ya siri mpyaYN	Information if you forgot your secret number please visit the NMB ATM next to you so you can use a new secret numberyn
sw_train_00461	Eehsema sista alikuwa anatuwekea msosi kwa siri getosema ndo tunakuta umepoa kinoma	neutral	Eehsema sista alikuwa anatuwekea msosi kwa siri getosema ndo tunakuta umepoa kinoma	Eeh say the sister was secretly keeping us a sauce.
sw_train_00462	Leo saa 8 mchana Live On Live 1077 Upendo fm Radio Dsalaam Tutakuwa na Tukizungumzia UMUHIMU WA KIJANA	neutral	Leo saa  mchana Live On Live  Upendo fm Radio Dsalaam Tutakuwa na Tukizungumzia UMUHIMU WA KIJANA	Today at noon live on Live Love Fm Radio Dsalaam we will be talking about the importance of a boy
sw_train_00463	Umeona wapi bonasi ya 300 za dakika na mpaka 2GB za data Ukijiunga na kifurushi cha Bonga au MpakaBasi cha siku au wiki kutoka Zantel utapata Bonasi hii Kwa maelezo zaidi bofya	neutral	Umeona wapi bonasi ya  za dakika na mpaka GB za data Ukijiunga na kifurushi cha Bonga au MpakaBasi cha siku au wiki kutoka Zantel utapata Bonasi hii Kwa maelezo zaidi bofya	Where did you see a minute bonus and up to GB of data if you join the Bonga package or the day or week from Zantel you will find this bonus for more information click
sw_train_00464	Naibu Waziri wa mambo ya ndani ya Nchi Mhandisi Hamad Masauni amewataka Watanzania kuweka Fedha zao katika Benki za Kiislamu zilizopo nchini ambazo hazina riba ili ziwasaidie katika mafanikio mbalimbali	neutral	Naibu Waziri wa mambo ya ndani ya Nchi Mhandisi Hamad Masauni amewataka Watanzania kuweka Fedha zao katika Benki za Kiislamu zilizopo nchini ambazo hazina riba ili ziwasaidie katika mafanikio mbalimbali	Deputy Minister of Home Affairs Engineer Hamad Masauni has called on Tanzanians to put their money in Islamic banks in the country that do not have interest to help them with various achievements
sw_train_00465	Uko sahihi sanaunaweza ukaua ratiba zako ili ufanikishe la mtu aliyembali ila siku ukisema siwezi nimeb	neutral	Uko sahihi sanaunaweza ukaua ratiba zako ili ufanikishe la mtu aliyembali ila siku ukisema siwezi nimeb	You are so right you can kill your schedules to achieve the most successful person but the day you say I can't
sw_train_00466	Jana Aubameyang Alikuwa Na Odds 2 Leo Kama Una Hela Unataka Kuzalisha Mpe Lewandoski na Haaland Frame 2  Ods	neutral	Jana Aubameyang Alikuwa Na Odds  Leo Kama Una Hela Unataka Kuzalisha Mpe Lewandoski na Haaland Frame   Ods	Yesterday Aubameyang had ODDS today if you have money you want
sw_train_00467	One Branch Network ni mfumo unaoruhusu kufanya miamala ya papo kwa papokwenda matawi yote ya katika	neutral	One Branch Network ni mfumo unaoruhusu kufanya miamala ya papo kwa papokwenda matawi yote ya katika	One Branch Network is a system that allows you to make instant transactions on all branches
sw_train_00468	Abaya in stock kwa 95000 tu Ipo pia rangi ya Pink Maroon Mustard yellow na Royal blue Nafanya delivery na mikoani natum	neutral	Abaya in stock kwa  tu Ipo pia rangi ya Pink Maroon Mustard yellow na Royal blue Nafanya delivery na mikoani natum	Abaya in stock for only there is also the color of pink maroon mustard yellow and Royal Blue I do delivery and regions
sw_train_00469	Ahsante kwa kutembelea ukurasa wetu Zantel mtandao nafuu zaidi nchini	neutral	Ahsante kwa kutembelea ukurasa wetu Zantel mtandao nafuu zaidi nchini	Thanks for visiting our Zantel page the cheapest of the country
